,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
22,64233689,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410170003004042,60,1,25.0,3.0,1
23,45072033,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60372014021002,60,1,2.0,1.3,1
24,68179376,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TX,484790019002010,60,0,0.0,0.0,1
25,73011219,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WY,560130004001445,60,1,2.0,1.3,1
26,19226667,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",WI,551110001001144,60,1,35.0,3.0,1
27,67425844,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TX,480410016062000,60,0,0.0,0.0,1
28,6577653,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,IN,181079569002097,43,1,987.0,35.0,1
29,30426321,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",OR,410190900001117,10,1,1.5,0.5,1
30,58271235,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NE,310519776003203,60,1,25.0,3.0,1
31,56604747,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MS,280819510021031,60,1,2.0,1.3,1
32,62686504,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OH,390690007004081,60,1,25.0,3.0,1
33,6716365,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,MA,250092651013012,43,1,987.0,35.0,1
34,4230856,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",VA,511610303002118,70,1,2.0,0.064,0
35,47271388,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",FL,121050121261009,60,1,25.0,3.0,1
36,21413502,56800,14734107,nysys wireless llc,NYSYS Wireless,Nysys Wireless LLC,240074,Nysys Wireless LLC,NY,360979502002060,70,1,25.0,3.0,1
37,46022574,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CO,80310013023017,60,1,2.0,1.3,1
38,6897402,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,MN,271230344001048,43,1,987.0,35.0,1
39,59406413,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NJ,340258100023006,60,1,2.0,1.3,1
40,16643977,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,420270105003085,60,1,35.0,3.0,1
41,13251960,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MI,261251509003003,60,1,100.0,3.0,1
42,1212982,54460,8343162,"Windstream Buffalo Valley, Inc",Windstream Buffalo Valley Inc.,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",PA,421190902003004,50,1,1000.0,1000.0,0
43,38989515,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60014514012018,11,1,18.0,0.768,0
44,61369041,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NC,370879206001036,60,1,25.0,3.0,1
45,54144432,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MA,250092081011011,60,0,0.0,0.0,1
46,57092517,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MO,290659603002000,60,1,25.0,3.0,1
47,43483027,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",AR,51250104082022,60,1,2.0,1.3,1
48,68439586,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,481159506001067,60,1,25.0,3.0,1
49,49592570,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",IL,170315303002013,60,1,25.0,3.0,1
50,54617257,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MI,260490119011010,60,0,0.0,0.0,1
51,16554726,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,420034297001026,60,1,100.0,3.0,1
52,18621132,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",VA,510839303012236,60,1,35.0,3.0,1
53,4074958,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",OR,410459704004030,70,1,2.0,0.064,0
54,1158206,54420,3736246,"Green Hills Communications, Inc. dba: Green Hills Technologies",Green Hills Technologies,Green Hills Telephone Corporation,130570,Green Hills Telephone Corporation,MO,290339602004066,11,1,15.0,3.0,1
55,11919305,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",IN,180890417004009,60,1,35.0,3.0,1
56,34681553,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",CO,80470138002106,70,1,25.0,4.0,1
57,59197459,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NJ,340130096003003,60,1,25.0,3.0,1
58,26780599,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,OH,391535104004015,43,1,940.0,35.0,1
59,71257865,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WA,530330290033001,60,0,0.0,0.0,1
60,63976799,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OK,401410702001062,60,1,2.0,1.3,1
61,12995124,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",ME,230139706001003,60,1,35.0,3.0,1
62,64233948,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410170004021026,60,1,25.0,3.0,1
63,18143426,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,483439502005035,60,1,35.0,3.0,1
64,47083190,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",FL,120690312051020,60,1,25.0,3.0,1
65,41547478,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AL,10030101002008,60,0,0.0,0.0,1
66,9882907,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",CO,80050056241022,60,1,100.0,3.0,1
67,31580566,59149,3806668,"Telepak Networks, Inc.",Telepak Networks Inc,"Telapex, Inc.",131302,"Telapex, Inc.",MS,280399502001010,50,0,0.0,0.0,1
68,38717665,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T South Carolina,AT&T Inc.,130077,AT&T Inc.,SC,450790104031006,50,1,1000.0,1000.0,0
69,66875644,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TN,470010207001046,60,1,25.0,3.0,1
70,13479433,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MN,270731801003007,60,1,35.0,3.0,1
71,9341930,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",CA,60372095101001,60,1,35.0,3.0,1
72,43112763,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AR,51139501002077,60,0,0.0,0.0,1
73,45560478,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,61070033005003,60,1,2.0,1.3,1
74,4186378,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",VA,510090106002058,70,1,2.0,0.064,0
75,1400478,54480,3473709,AT&T Mobility Puerto Rico Inc.,Centennial,AT&T Inc.,130077,AT&T Inc.,PR,721191307013007,70,0,0.0,0.0,1
76,52957817,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,LA,220119603004017,60,0,0.0,0.0,1
77,37438382,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Alabama,AT&T Inc.,130077,AT&T Inc.,AL,10970064061012,50,1,1000.0,1000.0,0
78,18491416,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",UT,490479682001391,60,1,35.0,3.0,1
79,20462799,56528,16979411,"Future Wireless Technologies of Nebraska, Inc",Future Technologies,Future Technologies,290050,Future Technologies,NE,310239676002188,70,1,25.0,5.0,1
80,28856406,58685,3911385,"Windstream Iowa Telecommunications, LLC",Windstream Iowa Communications Inc.,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",IA,190370703001044,11,1,6.0,0.768,0
81,2547336,54808,4320545,Nsight Telservices,Cellcom,"Northeast Communications of Wisconsin, Inc.",130937,"Northeast Communications of Wisconsin, Inc.",WI,550730014002077,70,1,0.7,0.4,1
82,3638262,55298,4301339,Metamora Telephone Company,Metamora Telephone Company,MTCO Corporation,130872,MTCO Corporation,IL,172030305013005,11,1,10.0,1.0,1
83,16446191,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OR,410390009024058,60,1,35.0,3.0,1
84,44860212,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CA,61070003016051,60,1,25.0,3.0,1
85,7229345,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,PA,420912023012017,43,1,987.0,35.0,1
86,41480943,67060,2716561,"Wisconsin Bell, Inc.","Wisconsin Bell, Inc.",AT&T Inc.,130077,AT&T Inc.,WI,550250031004019,11,1,18.0,0.768,0
87,45499575,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60890127021176,60,1,2.0,1.3,1
88,18479477,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",UT,490419752001897,60,1,35.0,3.0,1
89,40560756,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,481210203054011,11,1,18.0,0.768,0
90,9032118,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",AZ,40134201051022,60,1,100.0,3.0,1
91,72198277,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WI,550539604002205,60,0,0.0,0.0,1
92,29596808,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",CO,80310024032015,11,1,15.0,0.64,1
93,41047787,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,484530017733038,12,1,25.0,5.0,0
94,14269159,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NC,370010201004006,60,1,100.0,3.0,1
95,32992141,59351,3576352,Frontier Communications Corporation,Frontier North Illinois  GTE,Frontier Communications Corporation,130258,Frontier Communications Corporation,IL,171790224002024,11,1,18.0,1.0,1
96,18578161,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",VA,510450501001106,60,1,100.0,3.0,1
97,35534833,59852,1834696,Cox Communications,Cox Communications,"Cox Communications, Inc.",130360,"Cox Communications, Inc.",LA,220479527001085,43,1,1000.0,35.0,0
98,61958894,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",ND,380259622003356,60,1,25.0,3.0,1
99,23998722,57763,16230526,Succeed.Net,Succeed.Net,Succeed.Net,260052,Succeed.Net,CA,60610210351007,70,1,100.0,10.0,1
100,31488580,59148,17535386,"VTX Communications, LLC",VTXC,"Valley Telephone Cooperative, Inc. (TX)",340001,"Valley Telephone Cooperative, Inc. (TX)",TX,480559605003017,70,1,25.0,3.0,1
101,39706596,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,61150402004015,10,1,3.0,0.384,0
102,54981982,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MI,260830001001123,60,1,25.0,3.0,1
103,31375945,59117,3273505,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,Verizon Communications Inc.,131425,Verizon Communications Inc.,PA,420810105002076,10,1,10.0,1.0,1
104,52826976,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",KY,210472014002024,60,1,2.0,1.3,1
105,38080441,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Kentucky,AT&T Inc.,130077,AT&T Inc.,KY,212339601003015,11,1,25.0,2.0,0
106,56297705,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MS,281039501004081,60,0,0.0,0.0,1
107,4809669,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",IL,170719734003137,70,1,2.0,0.064,0
108,18905985,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",WA,530330220031010,60,1,35.0,3.0,1
109,72704911,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,550790192004013,60,1,2.0,1.3,1
110,60379812,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NY,360359706003110,60,1,25.0,3.0,1
111,33597850,59351,3576352,Frontier Communications Corporation,Frontier West Virginia,Frontier Communications Corporation,130258,Frontier Communications Corporation,WV,540779643001001,10,1,3.0,0.384,1
112,4482849,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",WI,551110010022015,70,1,2.0,0.064,0
113,50012614,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IL,170311406024006,60,1,2.0,1.3,1
114,41971461,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AL,11030051072014,60,1,25.0,3.0,1
115,46567598,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,120430002005022,60,0,0.0,0.0,1
116,35998133,64012,18974584,Chaparral CableVision Inc.,Chaparral CableVision,Chaparral CableVision Inc.,240017,Chaparral CableVision Inc.,NM,350350009023783,41,1,10.0,2.0,1
117,15179396,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NM,350290004003125,60,1,35.0,3.0,1
118,51117005,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IN,181290407002086,60,1,2.0,1.3,1
119,65900989,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,SC,450190005002008,60,0,0.0,0.0,1
120,42632226,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AZ,40134206041003,60,1,25.0,3.0,1
121,15124723,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NM,350050014001558,60,1,35.0,3.0,1
122,8403167,55975,3775244,Lumos Telephone of Botetourt Inc.,Lumos Networks Inc,Lumos Networks Corp.,300191,Lumos Networks Corp.,VA,518200035003017,10,1,6.0,1.0,0
123,28377361,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,FL,120970427011031,43,1,940.0,35.0,1
124,60068800,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,NY,360471024001000,60,0,0.0,0.0,1
125,48827315,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",ID,160079501004074,60,1,25.0,3.0,1
126,43283255,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AR,51099535004030,60,1,25.0,3.0,1
127,17875626,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,482012216003012,60,1,100.0,3.0,1
128,48616966,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",GA,133130015005015,60,1,2.0,1.3,1
129,3184407,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,PA,420035262022013,50,0,0.0,0.0,1
130,26099391,58531,16278970,"Wisper ISP, INC",Wisper ISP,Wisper ISP Inc.,140105,Wisper ISP Inc.,IL,170550412002029,70,1,25.0,4.0,1
131,4907422,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",KS,200379567001162,70,1,2.0,0.064,0
132,43195186,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AR,50234805021053,60,1,25.0,3.0,1
133,15735038,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,390130124002019,60,1,100.0,3.0,1
134,27537261,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NE,310790008002033,43,1,940.0,35.0,1
135,40774952,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,482015528003011,10,1,6.0,0.512,0
136,55035401,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MI,261179703002061,60,1,25.0,3.0,1
137,20882564,56631,6221287,"Harbor Communications, LLC",Harbor Communications,Harbor Communications,130587,Harbor Communications,AL,10970035012015,70,1,20.0,20.0,1
138,36972815,67054,2776771,Michigan Bell Telephone Company,AT&T Michigan,AT&T Inc.,130077,AT&T Inc.,MI,260250038001072,10,1,0.768,0.128,0
139,61173238,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,NC,371470018002037,60,0,0.0,0.0,1
140,72598944,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,550119603001115,60,1,2.0,1.3,1
141,40294525,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,OK,400510004001042,11,1,18.0,0.768,0
142,39167153,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60372971202004,10,1,6.0,0.512,0
143,6203971,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,FL,120860073002004,43,1,987.0,35.0,1
144,38930176,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Tennessee,AT&T Inc.,130077,AT&T Inc.,TN,471190108012043,50,1,1000.0,1000.0,0
145,16732378,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,420550120005021,60,1,35.0,3.0,1
146,10833200,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",GA,131619602001072,60,1,35.0,3.0,1
147,55304446,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MI,260979502001262,60,1,2.0,1.3,1
148,57146367,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MO,290950167003015,60,1,25.0,3.0,1
149,17980978,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,482179607002217,60,1,35.0,3.0,1
150,13171979,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MI,260859611002052,60,1,100.0,3.0,1
151,70443559,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,VA,510411001071053,60,0,0.0,0.0,1
152,23018901,57268,3745734,North State Telephone Company dba North State Communications,North State Communications,North-State Telephone Co. (NC),130949,North-State Telephone Co. (NC),NC,370810137001008,11,1,20.0,20.0,1
153,66761875,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TN,471039754003021,60,0,0.0,0.0,1
154,25198992,58163,9254095,Brown Dog Networks,Brown Dog Networks,Brown Dog Networks LLC,320018,Brown Dog Networks LLC,MO,295101162004004,70,1,15.0,5.0,1
155,66057790,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",SC,450099601001035,60,1,25.0,3.0,1
156,19114619,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",WI,550439611003046,60,1,35.0,3.0,1
157,55808226,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MN,270677804003071,60,1,25.0,3.0,1
158,51754538,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IA,191530021005013,60,1,2.0,1.3,1
159,8054117,55823,11548526,PenTeleData Limited Partnership I,PenTeleData Limited Partnership I,"Pencor Services, Inc.",131026,"Pencor Services, Inc.",PA,420770052001044,50,0,0.0,0.0,1
