,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
76,20343236,56463,14561450,Little Apple Technologies,Little Apple Technologies,LAT Inc.,140055,LAT Inc.,MT,300670001002153,70,1,25.0,3.0,1
77,16178878,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OK,400710011002220,60,1,35.0,3.0,1
78,42855530,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",AZ,40131132012007,60,1,2.0,1.3,1
79,29183466,58781,18269993,"CableSouth Media III, LLC",CableSouth Media,"CableSouth Media III, LLC",370020,"CableSouth Media III, LLC",LA,220290002003078,42,1,50.0,10.0,1
80,16451250,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OR,410390021011055,60,1,35.0,3.0,1
81,29356580,58865,18587436,"Tri-County Telephone Association, Inc. (KS)",TRI-COUNTY TELEPHONE,"Tri-County Telephone Association, Inc. (KS)",410172,"Tri-County Telephone Association, Inc. (KS)",KS,200410845001189,50,1,1000.0,200.0,1
82,5775129,55543,2212314,Kingdom Telephone Company,Kingdom Telephone Company,Kingdom Telephone Company,130697,Kingdom Telephone Company,MO,290190019024021,50,1,1000.0,1000.0,1
83,65645655,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",PA,420792153002048,60,1,2.0,1.3,1
84,45556841,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,61070022042010,60,1,2.0,1.3,1
85,55875434,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MN,271230401003020,60,1,25.0,3.0,1
86,65781080,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",PA,421298064001013,60,1,2.0,1.3,1
87,11596356,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",IL,170999637002032,60,1,35.0,3.0,1
88,54649278,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MI,260710004001011,60,0,0.0,0.0,1
89,13057850,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MI,260210102002030,60,1,100.0,3.0,1
90,43005544,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AR,50070210013038,60,0,0.0,0.0,1
91,43682875,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,CA,60371347201000,60,0,0.0,0.0,1
92,10235046,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",FL,120174503041064,60,1,100.0,3.0,1
93,46875268,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,121199117021002,60,0,0.0,0.0,1
94,23634204,57508,16346991,"Brevard Wireless, Inc.",Florida High Speed Internet,"Brevard Wireless, Inc.",240010,"Brevard Wireless, Inc.",FL,120939104032010,70,1,50.0,50.0,1
95,30332645,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",NC,371510306001049,12,1,3.0,0.512,1
96,18470084,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",UT,490379420002026,60,1,35.0,3.0,1
97,71689960,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WA,530610518022008,60,1,2.0,1.3,1
98,3138948,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,NY,360811199001006,50,0,0.0,0.0,1
99,67160977,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TN,470430604021013,60,1,2.0,1.3,1
100,14818716,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NE,311199613002209,60,1,100.0,3.0,1
101,29196047,58832,1961416,CITIZENS TELEPHONE CO.,Comporium,"Comporium, Inc.",131125,"Comporium, Inc.",NC,371759606001038,42,1,750.0,20.0,1
102,69893623,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,484530021071004,60,1,2.0,1.3,1
103,50579788,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IN,181095108002045,60,0,0.0,0.0,1
104,37545215,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Florida,AT&T Inc.,130077,AT&T Inc.,FL,121270905001006,11,1,18.0,0.768,0
105,2608763,54860,4319414,"NuVox, Inc.","Windstream NuVox, Inc.","Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",FL,121270832061087,30,0,0.0,0.0,1
106,49445702,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,171635033322020,60,0,0.0,0.0,1
107,39031502,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60133770001012,50,1,1000.0,1000.0,0
108,65004551,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PA,420034513001116,60,1,25.0,3.0,1
109,35057203,59534,9232554,"Telecommunications Management, LLC d/b/a NewWave Communications",NewWave,Canle One,130183,"Cable One, Inc.",IL,171579506005021,42,1,1000.0,50.0,1
110,20091844,56413,2930980,W A T C H TV,Watch Communications,Benton Ridge Telephone Company,130116,Benton Ridge Telephone Company,OH,391590501002003,70,1,15.0,3.0,1
111,11970533,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",IN,181139725001021,60,1,35.0,3.0,1
112,29556278,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",AR,50850202021030,11,1,10.0,0.768,1
113,31465453,59137,3709458,"Salina Spavinaw Telephone Co., Inc.",Salina-Spavinaw Telephone Company,"Salina Spavinaw Telephone Co., Inc.",131152,"Salina Spavinaw Telephone Co., Inc.",OK,400970405023104,50,1,100.0,100.0,1
114,15437196,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NY,360319610001020,60,1,100.0,3.0,1
115,4973709,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",KS,201550013002029,70,1,2.0,0.064,0
116,48737518,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,ID,160399604002206,60,0,0.0,0.0,1
117,16171208,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OK,400659683001356,60,1,35.0,3.0,1
118,45229124,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60590525223007,60,1,2.0,1.3,1
119,71077848,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",VA,511498505011074,60,1,2.0,1.3,1
120,52037004,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,KS,202019786001124,60,0,0.0,0.0,1
121,16751949,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,420691022001010,60,1,100.0,3.0,1
122,42773834,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",AZ,40019450021444,60,1,2.0,1.3,1
123,40200483,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,MO,290997007004025,50,1,1000.0,1000.0,0
124,22723921,57146,10910446,"BelWave Communications, Inc.",BelWave Communications,"BelWave Communications, Inc.",300017,"BelWave Communications, Inc.",TX,481130166063046,70,0,0.0,0.0,1
125,54619590,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MI,260490133014021,60,0,0.0,0.0,1
126,40988623,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,484391113081010,12,1,100.0,20.0,0
127,20007336,56375,2586998,Webb-Dickens Telephone Corporation,Premier Communications,Mutual Telephone Company (IA),130877,Mutual Telephone Company (IA),IA,190410801003056,50,1,1000.0,20.0,1
128,7899499,55759,22411730,AFES Network Services LLC,AFES Network Services LLC,AFES Network Services LLC,270006,AFES Network Services LLC,CA,61130114003024,70,1,20.0,15.0,1
129,27235305,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NY,360750202002051,43,1,940.0,35.0,1
130,48307341,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",GA,132579701002094,60,1,25.0,3.0,1
131,72747318,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,551050012012040,60,1,2.0,1.3,1
132,48064670,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,GA,132999502004029,60,0,0.0,0.0,1
133,172832,53821,20841573,"Valnet Holdings, LLC",Valnet Telecommunications LLC,"Valnet Holdings, LLC",240099,"Valnet Holdings, LLC",KS,201259501002142,70,1,25.0,5.0,1
134,15018509,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NJ,340210043044025,60,1,35.0,3.0,1
135,50236634,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IL,171090110002121,60,1,2.0,1.3,1
136,35996550,63345,1731470,"Puerto Rico Telephone Company, Inc.",PRT_CLARO,América Móvil,170001,América Móvil,PR,721455603003021,50,1,1000.0,120.0,0
137,25574171,58368,2476281,Consolidated Telcom,Consolidated Telcom,Consolidated Telcom,130337,Consolidated Telcom,ND,380019656001278,50,1,1000.0,100.0,1
138,37853930,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Georgia,AT&T Inc.,130077,AT&T Inc.,GA,130730302021019,11,1,18.0,0.768,0
139,44720472,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CA,60730212041019,60,1,25.0,3.0,1
140,68779825,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,482939706003165,60,1,25.0,3.0,1
141,4930780,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",KS,200959611002225,70,1,2.0,0.064,0
142,68788287,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,483030014003025,60,1,25.0,3.0,1
143,31693101,59195,9558909,"DigitalPath, Inc",DigitalPath,"DigitalPath, Inc.",190123,"DigitalPath, Inc.",CA,61030011001035,70,1,25.0,5.0,1
144,61523214,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NC,370010213001055,60,1,2.0,1.3,1
145,50989602,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IN,180499535001055,60,1,2.0,1.3,1
146,8436047,55990,18392704,"Sound Internet Services, Inc.",PogoZone,"Sound Internet Services, Inc.",290093,"Sound Internet Services, Inc.",WA,530730104042080,70,1,25.0,10.0,1
147,33549638,59351,3576352,Frontier Communications Corporation,Frontier Telephone of Rochester New York,Frontier Communications Corporation,130258,Frontier Communications Corporation,NY,360690506013016,11,1,12.0,1.0,1
148,41435426,67060,2716561,"Wisconsin Bell, Inc.","Wisconsin Bell, Inc.",AT&T Inc.,130077,AT&T Inc.,WI,551170008003020,10,1,3.0,0.384,0
149,72804417,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,551351012003030,60,1,2.0,1.3,1
150,29635393,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",CO,80679711001113,10,1,1.5,0.5,1
151,46793140,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,121030208002021,60,0,0.0,0.0,1
152,45523728,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60971513091016,60,1,2.0,1.3,1
153,64781551,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,PA,420659503004029,60,0,0.0,0.0,1
154,67091590,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TN,471779309001057,60,1,25.0,3.0,1
155,49882960,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",IL,171635033224031,60,1,25.0,3.0,1
156,47775468,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",FL,121170211001022,60,1,2.0,1.3,1
157,43736179,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,CA,60375337032016,60,0,0.0,0.0,1
158,61501293,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NC,371830537241082,60,1,25.0,3.0,1
159,3182631,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,PA,420034706001001,50,0,0.0,0.0,1
160,40562635,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,481210215194023,11,1,1.5,0.384,0
161,10593705,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",FL,121113820082013,60,1,35.0,3.0,1
162,62458665,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,OH,391419558001010,60,0,0.0,0.0,1
163,25066688,58076,5257522,CASS CABLE TV INC,Cass Cable TV Inc,"Cass Communications Management, Inc.",130208,"Cass Communications Management, Inc.",IL,171699702002069,42,1,50.0,5.0,1
164,12392618,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",KY,211359302001186,60,1,35.0,3.0,1
165,71293945,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WA,530479707004050,60,0,0.0,0.0,1
166,29754861,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",FL,120970422002002,12,1,30.0,1.5,1
167,49992400,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IL,170190111001043,60,1,2.0,1.3,1
168,6710932,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,MA,250092141003021,43,1,987.0,35.0,1
169,41068401,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,484639505001030,11,1,18.0,0.768,0
170,18167557,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,483610205003001,60,1,100.0,3.0,1
171,16918374,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,421239703001069,60,1,100.0,3.0,1
172,35930527,63345,1731470,"Puerto Rico Telephone Company, Inc.",PRT_CLARO,América Móvil,170001,América Móvil,PR,720915704003001,11,1,16.0,1.0,1
173,38530086,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T North Carolina,AT&T Inc.,130077,AT&T Inc.,NC,371590520002046,11,1,18.0,0.768,0
174,15025963,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NJ,340230061041005,60,1,35.0,3.0,1
175,68371348,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,480879503001384,60,1,25.0,3.0,1
176,37829313,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Georgia,AT&T Inc.,130077,AT&T Inc.,GA,132859601004073,10,1,6.0,0.512,0
177,71232830,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WA,530299705002022,60,0,0.0,0.0,1
178,41155342,67059,2946986,The Ohio Bell Telephone Company,AT&T Ohio,AT&T Inc.,130077,AT&T Inc.,OH,390490061002022,10,1,6.0,0.512,0
179,34613124,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",CO,80410046012020,70,1,100.0,15.0,1
180,19581095,56045,22322465,Cablevision Lightpath NJ LLC,Lightpath,"Altice USA, Inc.",130370,Altice,NJ,340230082061005,50,0,0.0,0.0,1
181,68697217,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,482239504023033,60,1,25.0,3.0,1
182,34611590,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",IN,180839551002063,70,1,25.0,4.0,1
183,29014665,58757,3766144,"Knology of Alabama, Inc.",WOW,"WideOpenWest Finance, LLC",131480,"WideOpenWest Finance, LLC",FL,121030252051013,42,1,1000.0,50.0,0
184,64287270,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410359705002210,60,1,25.0,3.0,1
185,44940280,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60133300003002,60,1,2.0,1.3,1
186,32520552,59351,3576352,Frontier Communications Corporation,Frontier Communication of Connecticut,Frontier Communications Corporation,130258,Frontier Communications Corporation,CT,90035141021053,10,1,6.0,1.0,1
187,9035821,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",AZ,40134211025006,60,1,100.0,3.0,1
188,63471363,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,OK,401430043012006,60,0,0.0,0.0,1
189,30308256,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",NC,371010414005015,12,1,100.0,10.0,1
190,49992522,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IL,170219581001082,60,1,2.0,1.3,1
191,65319239,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PA,421039501022100,60,1,25.0,3.0,1
192,24526939,57905,3316692,Verizon New Jersey Inc.,Verizon New Jersey Inc.,Verizon Communications Inc.,131425,Verizon Communications Inc.,NJ,340076026011024,10,1,10.0,1.0,1
193,24615739,57923,3475282,Mediacom Arizona LLC,Mediacom Arizona LLC,Mediacom Communications Corp.,130804,Mediacom Communications Corp.,AZ,40210003163091,43,1,1000.0,50.0,1
194,48063165,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,GA,132971105031018,60,0,0.0,0.0,1
195,48478484,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",GA,131230804003166,60,1,2.0,1.3,1
196,5444855,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",NE,310790014001205,70,1,2.0,0.064,0
197,69464225,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,482012308002007,60,1,2.0,1.3,1
198,31269254,59117,3273505,Verizon Pennsylvania LLC,Verizon Pennsylvania LLC,Verizon Communications Inc.,131425,Verizon Communications Inc.,PA,420454098033013,10,1,15.0,1.0,1
199,18460550,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",UT,490351126102000,60,1,100.0,3.0,1
200,47918423,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,GA,131150002021079,60,0,0.0,0.0,1
201,29860947,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",FL,120830010051351,12,1,3.0,0.512,1
202,25220145,58173,16251530,"Joink, LLC",Joink,"Joink, LLC",190211,"Joink, LLC",IN,180210406004046,70,1,50.0,6.0,1
203,59858764,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NM,350250011001407,60,1,2.0,1.3,1
204,36466254,67052,2860856,Illinois Bell Telephone Company,AT&T Illinois,AT&T Inc.,130077,AT&T Inc.,IL,170898516004016,11,1,18.0,0.768,0
205,67392106,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TX,480291612001069,60,0,0.0,0.0,1
206,38764196,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Tennessee,AT&T Inc.,130077,AT&T Inc.,TN,470370104021016,10,1,6.0,0.512,0
207,63029678,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OH,390630002001022,60,1,2.0,1.3,1
208,39151488,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60372260021041,11,1,6.0,0.512,0
209,26316004,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,TX,484910208052030,43,1,940.0,35.0,1
210,34381630,59386,18092593,"Visionary Communications, Inc",Visionary Broadband,"Visionary Communications, Inc.",300171,"Visionary Communications, Inc.",CO,80370003021162,70,1,50.0,5.0,1
211,3479870,55158,16087298,"Critical Hub Networks, Inc.",OpticoFiber,"Critical Hub Networks, Inc.",300042,"Critical Hub Networks, Inc.",PR,721270096031001,50,1,1000.0,1000.0,1
212,69419649,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,481677262001426,60,1,2.0,1.3,1
213,51489629,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",IA,190990408004021,60,1,25.0,3.0,1
214,52295765,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",KS,200150204002021,60,1,2.0,1.3,1
215,27796017,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,MI,260539503001062,43,1,940.0,35.0,1
216,40703744,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,482013335003020,50,1,1000.0,1000.0,0
217,50646912,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IN,181670105003058,60,0,0.0,0.0,1
218,22233863,56991,25151754,Mercury Wireless Indiana LLC,"Mercury Wireless Indiana, LLC.","Mercury Wireless, Inc.",190236,"Mercury Wireless, Inc.",IN,180010301001064,70,1,7.0,1.0,1
219,66104282,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",SC,450350103002035,60,1,25.0,3.0,1
220,15738445,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,390170006006015,60,1,35.0,3.0,1
221,6056869,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,CO,81010006002046,43,1,987.0,35.0,1
222,1181161,54444,2638641,North Dakota Telephone Company,North Dakota Telephone Company,North Dakota Telephone Company,130885,North Dakota Telephone Company,ND,380959515002044,50,1,1000.0,1000.0,1
223,34312926,59358,22491120,Cascades Digital Forensics LLC,WIFIBER,WIFIBER,310017,Cascades Computing,WA,530750007003022,70,1,25.0,8.0,1
224,28226609,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,CA,60710114033026,43,1,940.0,35.0,1
225,7127947,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,PA,420059517002100,42,1,300.0,10.0,1
226,23932151,57759,27461565,Yomura Fiber Holdings Inc,Yomura Fiber Holdings Inc,Yomura Fiber Holdings Inc.,380151,Yomura Fiber Holdings Inc.,GA,131210088001031,70,1,100.0,100.0,1
227,5867733,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,CA,60014251042038,43,1,987.0,35.0,1
228,48974034,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",ID,160119503001034,60,1,2.0,1.3,1
229,35085115,59538,3474327,"Cable One, Inc.",Cable ONE,"Cable One, Inc.",130183,"Cable One, Inc.",OK,401370003001055,42,1,1000.0,50.0,1
230,32185723,59351,3576352,Frontier Communications Corporation,CTC Tennessee,Frontier Communications Corporation,130258,Frontier Communications Corporation,TN,471839681012006,12,1,45.0,3.0,1
231,35090830,59538,3474327,"Cable One, Inc.",Cable ONE,"Cable One, Inc.",130183,"Cable One, Inc.",OK,400659686004025,42,1,1000.0,50.0,1
232,2615314,54860,4319414,"NuVox, Inc.","Windstream NuVox, Inc.","Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",TN,470930021002005,30,0,0.0,0.0,1
233,40201489,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,MO,291892116003007,50,1,1000.0,1000.0,0
234,17981709,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,482179611002111,60,1,35.0,3.0,1
235,60504418,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NY,360790119002002,60,1,25.0,3.0,1
236,55839406,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MN,270977807002030,60,1,25.0,3.0,1
